DEBUG: General     , 1706458981960> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1706459000600> mod "LeGourmetRevolution" overrides media/lua/shared/translate/en/moveables_en.txt
LOG  : Mod         , 1706459000602> mod "LeGourmetRevolution" overrides media/lua/shared/translate/en/multistagebuild_en.txt
LOG  : Mod         , 1706459000603> mod "LeGourmetRevolution" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1706459000604> mod "LeGourmetRevolution" overrides media/lua/shared/translate/en/recorded_media_en.txt
LOG  : Mod         , 1706459000606> mod "LeGourmetRevolution" overrides media/lua/shared/translate/en/stash_en.txt
LOG  : Mod         , 1706459000607> mod "LeGourmetRevolution" overrides media/lua/shared/translate/en/survivalguide_en.txt
LOG  : Mod         , 1706459000608> mod "LeGourmetRevolution" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1706459000608> mod "LeGourmetRevolution" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1706459000609> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1706459000611> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/farming_es.txt
LOG  : Mod         , 1706459000612> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1706459000612> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1706459000613> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/items_es.txt
LOG  : Mod         , 1706459000614> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/moveables_es.txt
LOG  : Mod         , 1706459000615> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/multistagebuild_es.txt
LOG  : Mod         , 1706459000616> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1706459000617> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/recorded_media_es.txt
LOG  : Mod         , 1706459000618> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/stash_es.txt
LOG  : Mod         , 1706459000619> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/survivalguide_es.txt
LOG  : Mod         , 1706459000620> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1706459000622> mod "LeGourmetRevolution" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1706459000622> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1706459000623> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/farming_ptbr.txt
LOG  : Mod         , 1706459000624> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1706459000625> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1706459000626> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/items_ptbr.txt
LOG  : Mod         , 1706459000627> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/moveables_ptbr.txt
LOG  : Mod         , 1706459000628> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/multistagebuild_ptbr.txt
LOG  : Mod         , 1706459000629> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1706459000630> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/recorded_media_ptbr.txt
LOG  : Mod         , 1706459000631> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/stash_ptbr.txt
LOG  : Mod         , 1706459000632> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/survivalguide_ptbr.txt
LOG  : Mod         , 1706459000632> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1706459000634> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1706459000635> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1706459000636> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/farming_ru.txt
LOG  : Mod         , 1706459000637> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1706459000638> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1706459000639> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/items_ru.txt
LOG  : Mod         , 1706459000640> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/moveables_ru.txt
LOG  : Mod         , 1706459000641> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/multistagebuild_ru.txt
LOG  : Mod         , 1706459000642> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1706459000643> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/recorded_media_ru.txt
LOG  : Mod         , 1706459000643> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/survivalguide_ru.txt
LOG  : Mod         , 1706459000645> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1706459000646> mod "LeGourmetRevolution" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1706459000849> mod "LeGourmetRevolution" overrides media/perks.txt
LOG  : Mod         , 1706459002247> loading LootZetaEnhancedEdition
LOG  : Mod         , 1706459002254> loading AliceSPack
LOG  : Mod         , 1706459002259> mod "AliceSPack" overrides media/clothing/clothing.xml
LOG  : Mod         , 1706459002268> mod "AliceSPack" overrides media/fileguidtable.xml
LOG  : Mod         , 1706459002281> mod "AliceSPack" overrides media/lua/shared/translate/ar/contextmenu_ar.txt
LOG  : Mod         , 1706459002282> mod "AliceSPack" overrides media/lua/shared/translate/ar/itemname_ar.txt
LOG  : Mod         , 1706459002283> mod "AliceSPack" overrides media/lua/shared/translate/ar/items_ar.txt
LOG  : Mod         , 1706459002284> mod "AliceSPack" overrides media/lua/shared/translate/ar/recipes_ar.txt
LOG  : Mod         , 1706459002284> mod "AliceSPack" overrides media/lua/shared/translate/ar/tooltip_ar.txt
LOG  : Mod         , 1706459002285> mod "AliceSPack" overrides media/lua/shared/translate/ar/ui_ar.txt
LOG  : Mod         , 1706459002286> mod "AliceSPack" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1706459002287> mod "AliceSPack" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1706459002288> mod "AliceSPack" overrides media/lua/shared/translate/en/items_en.txt
LOG  : Mod         , 1706459002289> mod "AliceSPack" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1706459002289> mod "AliceSPack" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1706459002291> mod "AliceSPack" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1706459002292> mod "AliceSPack" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1706459002293> mod "AliceSPack" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1706459002294> mod "AliceSPack" overrides media/lua/shared/translate/es/items_es.txt
LOG  : Mod         , 1706459002295> mod "AliceSPack" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1706459002296> mod "AliceSPack" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1706459002297> mod "AliceSPack" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1706459002298> mod "AliceSPack" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1706459002299> mod "AliceSPack" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1706459002300> mod "AliceSPack" overrides media/lua/shared/translate/ptbr/items_ptbr.txt
LOG  : Mod         , 1706459002301> mod "AliceSPack" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1706459002302> mod "AliceSPack" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1706459002303> mod "AliceSPack" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1706459002304> mod "AliceSPack" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1706459002305> mod "AliceSPack" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1706459002319> mod "AliceSPack" overrides media/lua/shared/translate/ru/items_ru.txt
LOG  : Mod         , 1706459002321> mod "AliceSPack" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1706459002322> mod "AliceSPack" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1706459002322> mod "AliceSPack" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1706459002350> loading MilitaryComplex
LOG  : Mod         , 1706459002358> mod "MilitaryComplex" overrides media/lua/shared/translate/ar/items_ar.txt
LOG  : Mod         , 1706459002361> mod "MilitaryComplex" overrides media/lua/shared/translate/ar/stash_ar.txt
LOG  : Mod         , 1706459002362> mod "MilitaryComplex" overrides media/lua/shared/translate/en/items_en.txt
LOG  : Mod         , 1706459002363> mod "MilitaryComplex" overrides media/lua/shared/translate/en/stash_en.txt
LOG  : Mod         , 1706459002364> mod "MilitaryComplex" overrides media/lua/shared/translate/es/items_es.txt
LOG  : Mod         , 1706459002366> mod "MilitaryComplex" overrides media/lua/shared/translate/es/stash_es.txt
LOG  : Mod         , 1706459002367> mod "MilitaryComplex" overrides media/lua/shared/translate/ptbr/items_ptbr.txt
LOG  : Mod         , 1706459002369> mod "MilitaryComplex" overrides media/lua/shared/translate/ptbr/stash_ptbr.txt
LOG  : Mod         , 1706459002370> mod "MilitaryComplex" overrides media/lua/shared/translate/ru/items_ru.txt
LOG  : Mod         , 1706459002373> mod "MilitaryComplex" overrides media/lua/shared/translate/ru/stash_ru.txt
LOG  : Mod         , 1706459002382> loading TallerMecanico
LOG  : Mod         , 1706459002420> mod "TallerMecanico" overrides media/lua/shared/translate/ar/contextmenu_ar.txt
LOG  : Mod         , 1706459002421> mod "TallerMecanico" overrides media/lua/shared/translate/ar/ig_ui_ar.txt
LOG  : Mod         , 1706459002422> mod "TallerMecanico" overrides media/lua/shared/translate/ar/itemname_ar.txt
LOG  : Mod         , 1706459002424> mod "TallerMecanico" overrides media/lua/shared/translate/ar/recipes_ar.txt
LOG  : Mod         , 1706459002425> mod "TallerMecanico" overrides media/lua/shared/translate/ar/tooltip_ar.txt
LOG  : Mod         , 1706459002426> mod "TallerMecanico" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1706459002427> mod "TallerMecanico" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1706459002428> mod "TallerMecanico" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1706459002429> mod "TallerMecanico" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1706459002429> mod "TallerMecanico" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1706459002430> mod "TallerMecanico" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1706459002431> mod "TallerMecanico" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1706459002432> mod "TallerMecanico" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1706459002433> mod "TallerMecanico" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1706459002434> mod "TallerMecanico" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1706459002435> mod "TallerMecanico" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1706459002436> mod "TallerMecanico" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1706459002437> mod "TallerMecanico" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1706459002438> mod "TallerMecanico" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1706459002439> mod "TallerMecanico" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1706459002439> mod "TallerMecanico" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1706459002440> mod "TallerMecanico" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1706459002442> mod "TallerMecanico" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1706459002443> mod "TallerMecanico" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1706459002444> mod "TallerMecanico" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1706459002445> mod "TallerMecanico" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1706459002446> mod "TallerMecanico" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1706459002486> mod "TallerMecanico" overrides media/scripts/vehicles/template_trunk.txt
LOG  : Mod         , 1706459002554> loading Riverside Gunstore
LOG  : Mod         , 1706459002559> mod "Riverside Gunstore" overrides location.png
LOG  : Mod         , 1706459002562> mod "Riverside Gunstore" overrides media/fileguidtable.xml
LOG  : Mod         , 1706459002566> mod "Riverside Gunstore" overrides media/lua/shared/translate/ar/itemname_ar.txt
LOG  : Mod         , 1706459002567> mod "Riverside Gunstore" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1706459002568> mod "Riverside Gunstore" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1706459002569> mod "Riverside Gunstore" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1706459002569> mod "Riverside Gunstore" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1706459002602> loading SkillsMag
LOG  : Mod         , 1706459002614> mod "SkillsMag" overrides media/lua/shared/translate/ar/contextmenu_ar.txt
LOG  : Mod         , 1706459002615> mod "SkillsMag" overrides media/lua/shared/translate/ar/items_ar.txt
LOG  : Mod         , 1706459002616> mod "SkillsMag" overrides media/lua/shared/translate/ar/tooltip_ar.txt
LOG  : Mod         , 1706459002617> mod "SkillsMag" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1706459002618> mod "SkillsMag" overrides media/lua/shared/translate/en/items_en.txt
LOG  : Mod         , 1706459002619> mod "SkillsMag" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1706459002620> mod "SkillsMag" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1706459002621> mod "SkillsMag" overrides media/lua/shared/translate/es/items_es.txt
LOG  : Mod         , 1706459002622> mod "SkillsMag" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1706459002623> mod "SkillsMag" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1706459002624> mod "SkillsMag" overrides media/lua/shared/translate/ptbr/items_ptbr.txt
LOG  : Mod         , 1706459002624> mod "SkillsMag" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1706459002698> loading RPropaneTank
LOG  : Mod         , 1706459002704> mod "RPropaneTank" overrides media/lua/shared/translate/ar/contextmenu_ar.txt
LOG  : Mod         , 1706459002705> mod "RPropaneTank" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1706459002706> mod "RPropaneTank" overrides media/lua/shared/translate/es/contextmenu_es.txt
